strategy_name,total_patients_processed,mean_wait_time_minutes,max_wait_time_minutes,nurse_utilization_percent,machine_utilization_percent,avg_session_time_minutes,sessions_truncated_count,failed_patients_count
FIFO,16,1.9375,9.0,0.2222222222222222,0.5820833333333333,240.0,0,0
FIXED,16,57.8125,125.0,0.2222222222222222,0.6504166666666666,225.875,10,0
FIFO,16,4.125,21.0,0.2222222222222222,0.5868055555555556,240.0,0,0
FIXED,16,51.0,120.0,0.2222222222222222,0.6493055555555556,227.8125,9,0
FIFO,17,1.7647058823529411,9.0,0.2361111111111111,0.6156944444444444,240.0,0,0
FIXED,17,43.1764705882353,111.0,0.2361111111111111,0.6591666666666667,230.7058823529412,7,0
FIFO,18,17.166666666666668,38.0,0.3333333333333333,0.6794444444444444,234.61111111111111,5,0
FIXED,18,49.75,102.0,0.2962962962962963,0.6265277777777778,220.875,9,2
FIFO,16,28.9375,55.0,0.4444444444444444,0.6180555555555556,229.5,6,0
FIXED,16,50.1,134.0,0.2777777777777778,0.39166666666666666,222.6,6,6
FIFO,17,2.176470588235294,13.0,0.2361111111111111,0.6473684210526316,240.0,0,0
FIXED,17,35.1875,116.0,0.2222222222222222,0.6480994152046784,234.875,6,1
FIFO,16,1.5,11.0,0.2222222222222222,0.5791666666666667,240.0,0,0
FIXED,16,58.125,129.0,0.2222222222222222,0.6326388888888889,227.375,10,0
FIFO,16,7.125,30.0,0.2962962962962963,0.6153508771929824,236.0625,5,0
FIXED,16,55.61538461538461,133.0,0.24074074074074073,0.5416666666666666,216.69230769230768,9,3
FIFO,17,33.11764705882353,49.0,0.2361111111111111,0.6578947368421053,239.2941176470588,3,0
FIXED,17,73.375,125.0,0.2222222222222222,0.6691520467836257,224.75,10,1
FIFO,16,11.375,36.0,0.2962962962962963,0.6339181286549708,239.625,2,0
FIXED,16,41.2,93.0,0.2777777777777778,0.6178362573099415,234.13333333333333,5,1
FIFO,18,8.944444444444445,32.0,0.3333333333333333,0.6991228070175438,236.83333333333334,4,0
FIXED,18,49.0,132.0,0.25925925925925924,0.5716374269005848,222.21428571428572,9,4
FIFO,16,0.75,7.0,0.2222222222222222,0.5794444444444444,240.0,0,0
FIXED,16,35.875,89.0,0.2222222222222222,0.6222222222222222,231.375,8,0
FIFO,17,30.25,58.0,0.4444444444444444,0.6233333333333333,230.25,6,1
FIXED,17,63.1,149.0,0.2777777777777778,0.4111111111111111,218.7,6,7
FIFO,18,43.625,71.0,0.4444444444444444,0.6244444444444445,230.0625,6,2
FIXED,18,71.54545454545455,138.0,0.3055555555555556,0.44916666666666666,220.9090909090909,6,7
FIFO,17,39.75,75.0,0.4444444444444444,0.6352777777777778,227.4375,6,1
FIXED,17,65.3,149.0,0.2777777777777778,0.40069444444444446,221.7,6,7
FIFO,18,33.5,58.0,0.4444444444444444,0.6245833333333334,229.125,6,2
FIXED,18,50.27272727272727,136.0,0.3055555555555556,0.42819444444444443,223.9090909090909,6,7
FIFO,16,2.9375,15.0,0.2222222222222222,0.5843055555555555,240.0,0,0
FIXED,16,52.3125,125.0,0.2222222222222222,0.6465277777777778,229.0,8,0
FIFO,18,40.5625,76.0,0.4444444444444444,0.62125,230.8125,6,2
FIXED,18,66.27272727272727,131.0,0.3055555555555556,0.43666666666666665,222.0,6,7
FIFO,18,39.1875,65.0,0.4444444444444444,0.63625,229.125,6,2
FIXED,18,56.916666666666664,118.0,0.3333333333333333,0.4677777777777778,226.0,6,6
FIFO,18,2.9444444444444446,12.0,0.25,0.6519444444444444,239.66666666666666,1,0
FIXED,18,51.388888888888886,114.0,0.25,0.7066666666666667,225.5,10,0
FIFO,17,38.75,63.0,0.4444444444444444,0.6231944444444445,230.4375,6,1
FIXED,17,86.77777777777777,157.0,0.25,0.3748611111111111,214.66666666666666,6,8
FIFO,16,21.0,37.0,0.2962962962962963,0.633187134502924,237.5,4,0
FIXED,16,64.46666666666667,145.0,0.2777777777777778,0.6216374269005848,220.6,9,1
FIFO,16,24.714285714285715,62.0,0.3888888888888889,0.5268055555555555,226.92857142857142,6,2
FIXED,16,43.0,74.0,0.2777777777777778,0.3873611111111111,222.9,6,6
FIFO,18,1.0,8.0,0.25,0.6509722222222222,239.38888888888889,2,0
FIXED,18,51.94444444444444,143.0,0.25,0.6970833333333334,221.05555555555554,10,0
FIFO,16,34.0625,56.0,0.4444444444444444,0.6218055555555555,229.3125,6,0
FIXED,16,66.0,149.0,0.2777777777777778,0.39361111111111113,220.2,6,6
FIFO,18,32.25,68.0,0.4444444444444444,0.6476608187134503,229.875,6,2
FIXED,18,56.09090909090909,139.0,0.3055555555555556,0.4451754385964912,223.0909090909091,6,7
FIFO,17,2.5294117647058822,13.0,0.2361111111111111,0.6188888888888889,240.0,0,0
FIXED,17,46.8235294117647,106.0,0.2361111111111111,0.6711111111111111,229.64705882352942,8,0
FIFO,18,16.27777777777778,29.0,0.3333333333333333,0.6844444444444444,238.77777777777777,3,0
FIXED,18,62.125,151.0,0.2962962962962963,0.6411111111111111,225.1875,9,2
FIFO,16,25.875,52.0,0.4444444444444444,0.6102777777777778,229.875,6,0
FIXED,16,49.4,110.0,0.2777777777777778,0.3925,219.3,6,6
FIFO,16,3.125,12.0,0.2222222222222222,0.5830555555555555,240.0,0,0
FIXED,16,54.625,123.0,0.2222222222222222,0.645,231.5,8,0
FIFO,18,39.375,80.0,0.4444444444444444,0.6351388888888889,227.625,6,2
FIXED,18,54.09090909090909,144.0,0.3055555555555556,0.43555555555555553,223.36363636363637,6,7
FIFO,18,27.375,69.0,0.4444444444444444,0.6410818713450293,226.6875,6,2
FIXED,18,50.0,86.0,0.2222222222222222,0.33435672514619885,222.0,6,10
FIFO,18,32.6,75.0,0.4166666666666667,0.5854166666666667,228.4,6,3
FIXED,18,51.5,139.0,0.2777777777777778,0.3952777777777778,217.8,6,8
FIFO,17,9.176470588235293,23.0,0.2361111111111111,0.6355555555555555,240.0,0,0
FIXED,17,50.411764705882355,124.0,0.2361111111111111,0.7004166666666667,230.94117647058823,8,0
FIFO,17,6.0,18.0,0.2361111111111111,0.6230555555555556,240.0,0,0
FIXED,17,46.588235294117645,114.0,0.2361111111111111,0.6629166666666667,231.58823529411765,7,0
FIFO,16,1.3125,9.0,0.2222222222222222,0.5805555555555556,239.9375,1,0
FIXED,16,36.3125,106.0,0.2222222222222222,0.6169444444444444,232.375,6,0
FIFO,18,8.38888888888889,19.0,0.3333333333333333,0.6665277777777778,238.22222222222223,3,0
FIXED,18,61.0,160.0,0.2777777777777778,0.5958333333333333,219.2,9,3
FIFO,16,5.0,15.0,0.2962962962962963,0.58625,238.8125,3,0
FIXED,16,60.57142857142857,125.0,0.25925925925925924,0.5672222222222222,221.14285714285714,9,2
FIFO,16,7.75,16.0,0.2962962962962963,0.5926388888888889,238.9375,3,0
FIXED,16,67.46153846153847,146.0,0.24074074074074073,0.5404166666666667,219.23076923076923,9,3
FIFO,18,31.375,70.0,0.4444444444444444,0.6255555555555555,230.25,6,2
FIXED,18,46.166666666666664,149.0,0.3333333333333333,0.4773611111111111,226.25,6,6
FIFO,18,8.38888888888889,19.0,0.3333333333333333,0.6666666666666666,238.44444444444446,3,0
FIXED,18,62.375,135.0,0.2962962962962963,0.6348611111111111,219.5625,9,2
FIFO,18,5.166666666666667,13.0,0.25,0.66125,239.33333333333334,2,0
FIXED,18,45.55555555555556,119.0,0.25,0.7140277777777778,223.83333333333334,10,0
FIFO,16,7.625,20.0,0.2962962962962963,0.5891666666666666,239.875,1,0
FIXED,16,44.6875,104.0,0.2962962962962963,0.6186111111111111,230.375,7,0
FIFO,18,5.888888888888889,15.0,0.25,0.6541666666666667,240.0,0,0
FIXED,18,58.888888888888886,132.0,0.25,0.7170833333333333,228.0,9,0
FIFO,18,1.7777777777777777,6.0,0.25,0.6534722222222222,240.0,0,0
FIXED,18,74.88888888888889,152.0,0.25,0.7458333333333333,219.5,12,0
FIFO,16,3.3125,9.0,0.2962962962962963,0.5844444444444444,239.6875,1,0
FIXED,16,55.6875,134.0,0.2962962962962963,0.6340277777777777,220.5,9,0
FIFO,16,3.0,12.0,0.2222222222222222,0.5826388888888889,239.1875,2,0
FIXED,16,35.375,71.0,0.2222222222222222,0.61,227.25,8,0
FIFO,18,16.166666666666668,37.0,0.3333333333333333,0.6831944444444444,238.66666666666666,3,0
FIXED,18,61.76470588235294,127.0,0.3148148148148148,0.6852777777777778,222.7058823529412,9,1
FIFO,17,12.235294117647058,27.0,0.3148148148148148,0.6397222222222222,238.8235294117647,2,0
FIXED,17,55.125,118.0,0.2962962962962963,0.6340277777777777,223.125,9,1
FIFO,17,6.705882352941177,19.0,0.2361111111111111,0.6186111111111111,240.0,0,0
FIXED,17,62.588235294117645,134.0,0.2361111111111111,0.6809722222222222,222.76470588235293,11,0
FIFO,16,6.125,24.0,0.2962962962962963,0.585,237.125,4,0
FIXED,16,54.214285714285715,132.0,0.25925925925925924,0.54625,218.78571428571428,9,2
FIFO,16,29.1875,65.0,0.4444444444444444,0.6143055555555555,227.25,6,0
FIXED,16,45.333333333333336,137.0,0.25,0.35333333333333333,219.66666666666666,6,7
FIFO,18,41.8125,77.0,0.4444444444444444,0.6596491228070176,226.125,6,2
FIXED,18,38.45454545454545,97.0,0.3055555555555556,0.43859649122807015,223.9090909090909,6,7
FIFO,18,9.222222222222221,26.0,0.25,0.7077485380116959,239.72222222222223,1,0
FIXED,18,41.529411764705884,102.0,0.2361111111111111,0.7124269005847953,232.0,8,1
FIFO,18,32.125,63.0,0.4444444444444444,0.6216666666666667,227.625,6,2
FIXED,18,51.36363636363637,128.0,0.3055555555555556,0.43930555555555556,223.0909090909091,6,7
FIFO,17,14.588235294117647,24.0,0.3148148148148148,0.6638888888888889,237.64705882352942,3,0
FIXED,17,63.07142857142857,121.0,0.25925925925925924,0.5764619883040936,219.64285714285714,9,3
FIFO,18,34.8125,73.0,0.4444444444444444,0.6584795321637427,229.875,6,2
FIXED,18,68.6,131.0,0.2777777777777778,0.42178362573099415,222.3,6,8
FIFO,16,30.0625,55.0,0.4444444444444444,0.6508771929824562,228.1875,6,0
FIXED,16,70.5,134.0,0.2222222222222222,0.3495614035087719,216.0,6,8
FIFO,18,36.6875,68.0,0.4444444444444444,0.6530701754385965,228.0,6,2
FIXED,18,51.0,146.0,0.2777777777777778,0.4068713450292398,223.5,6,8
FIFO,17,21.8,57.0,0.4166666666666667,0.5654166666666667,229.6,6,2
FIXED,17,44.54545454545455,93.0,0.3055555555555556,0.4206944444444444,220.36363636363637,6,6
FIFO,17,12.058823529411764,29.0,0.3148148148148148,0.6361111111111111,237.52941176470588,3,0
FIXED,17,57.125,152.0,0.2962962962962963,0.6433333333333333,221.0625,9,1
FIFO,18,19.0,38.0,0.3333333333333333,0.7062865497076023,237.55555555555554,4,0
FIXED,18,61.4,140.0,0.2777777777777778,0.6264619883040936,223.2,9,3
FIFO,18,1.8333333333333333,14.0,0.25,0.6533333333333333,240.0,0,0
FIXED,18,39.333333333333336,113.0,0.25,0.6940277777777778,231.44444444444446,8,0
FIFO,17,32.125,60.0,0.4444444444444444,0.6254166666666666,229.3125,6,1
FIXED,17,55.7,141.0,0.2777777777777778,0.3947222222222222,221.4,6,7
FIFO,18,38.875,69.0,0.4444444444444444,0.6358333333333334,227.25,6,2
FIXED,18,57.3,106.0,0.2777777777777778,0.4058333333333333,222.0,6,8
FIFO,16,17.6875,29.0,0.2962962962962963,0.6073611111111111,239.1875,2,0
FIXED,16,55.8125,123.0,0.2962962962962963,0.6333333333333333,226.1875,8,0
FIFO,18,5.166666666666667,15.0,0.25,0.6618055555555555,239.61111111111111,2,0
FIXED,18,37.05555555555556,95.0,0.25,0.6933333333333334,230.0,8,0
FIFO,18,29.3125,60.0,0.4444444444444444,0.6244444444444445,231.75,6,2
FIXED,18,71.5,142.0,0.2777777777777778,0.415,224.4,6,8
FIFO,17,30.705882352941178,60.0,0.4722222222222222,0.64625,228.88235294117646,6,0
FIXED,17,63.8,121.0,0.2777777777777778,0.38430555555555557,220.8,6,7
FIFO,17,12.058823529411764,26.0,0.2361111111111111,0.6215277777777778,239.94117647058823,1,0
FIXED,17,61.11764705882353,131.0,0.2361111111111111,0.6741666666666667,226.7058823529412,9,0
FIFO,17,10.882352941176471,36.0,0.3148148148148148,0.6366666666666667,238.76470588235293,3,0
FIXED,17,55.588235294117645,147.0,0.3148148148148148,0.6648611111111111,222.35294117647058,9,0
FIFO,16,37.6875,63.0,0.4444444444444444,0.6347222222222222,228.5625,6,0
FIXED,16,66.27272727272727,146.0,0.3055555555555556,0.4534722222222222,222.27272727272728,6,5
FIFO,16,9.25,22.0,0.2962962962962963,0.6282163742690059,239.3125,2,0
FIXED,16,35.0,90.0,0.2777777777777778,0.6058479532163743,234.2,5,1
FIFO,17,9.764705882352942,27.0,0.3148148148148148,0.6315277777777778,237.7058823529412,3,0
FIXED,17,46.07692307692308,131.0,0.24074074074074073,0.5029166666666667,222.92307692307693,9,4
FIFO,16,5.625,14.0,0.2222222222222222,0.5815277777777778,240.0,0,0
FIXED,16,37.0625,107.0,0.2222222222222222,0.6268055555555555,238.375,3,0
FIFO,18,3.1666666666666665,16.0,0.25,0.6909356725146198,240.0,0,0
FIXED,18,36.05882352941177,99.0,0.2361111111111111,0.691374269005848,234.35294117647058,6,1
FIFO,16,2.125,8.0,0.2222222222222222,0.58,240.0,0,0
FIXED,16,50.625,132.0,0.2222222222222222,0.6230555555555556,229.125,8,0
FIFO,16,34.25,68.0,0.4444444444444444,0.6605263157894737,228.9375,6,0
FIXED,16,63.81818181818182,146.0,0.3055555555555556,0.45263157894736844,222.54545454545453,6,5
FIFO,16,1.0625,7.0,0.2222222222222222,0.5801388888888889,240.0,0,0
FIXED,16,52.4375,113.0,0.2222222222222222,0.6440277777777778,226.375,10,0
FIFO,16,2.625,9.0,0.2962962962962963,0.5827777777777777,239.625,1,0
FIXED,16,70.07692307692308,148.0,0.24074074074074073,0.5318055555555555,218.53846153846155,9,3
FIFO,17,1.9411764705882353,9.0,0.2361111111111111,0.6183333333333333,240.0,0,0
FIXED,17,46.0,131.0,0.2361111111111111,0.6651388888888888,230.58823529411765,8,0
FIFO,17,1.2352941176470589,9.0,0.2361111111111111,0.6163888888888889,239.8235294117647,1,0
FIXED,17,52.411764705882355,128.0,0.2361111111111111,0.6723611111111111,222.05882352941177,11,0
FIFO,16,8.75,22.0,0.2962962962962963,0.6279239766081871,239.75,1,0
FIXED,16,50.333333333333336,127.0,0.2777777777777778,0.624561403508772,228.73333333333332,8,1
FIFO,16,11.3125,23.0,0.2962962962962963,0.5995833333333334,238.5,3,0
FIXED,16,33.0625,88.0,0.2962962962962963,0.6183333333333333,231.5,6,0
FIFO,18,4.277777777777778,12.0,0.25,0.65125,240.0,0,0
FIXED,18,46.333333333333336,112.0,0.25,0.6993055555555555,230.0,8,0
FIFO,16,10.375,23.0,0.2962962962962963,0.5972222222222222,238.375,3,0
FIXED,16,49.125,125.0,0.2962962962962963,0.6345833333333334,223.875,9,0
FIFO,16,14.375,33.0,0.2962962962962963,0.5880555555555556,238.8125,3,0
FIXED,16,61.86666666666667,148.0,0.2777777777777778,0.5848611111111112,221.6,9,1
FIFO,18,36.5625,67.0,0.4444444444444444,0.6323611111111112,228.0,6,2
FIXED,18,60.55555555555556,136.0,0.25,0.36333333333333334,219.0,6,9
FIFO,16,3.3125,13.0,0.2222222222222222,0.6125730994152047,239.625,1,0
FIXED,16,34.8,94.0,0.20833333333333334,0.6008771929824561,232.4,7,1
FIFO,18,7.111111111111111,21.0,0.25,0.6633333333333333,238.61111111111111,2,0
FIXED,18,41.77777777777778,147.0,0.25,0.6958333333333333,228.0,9,0
FIFO,17,1.6470588235294117,9.0,0.2361111111111111,0.61625,240.0,0,0
FIXED,17,54.470588235294116,131.0,0.2361111111111111,0.6775,226.94117647058823,9,0
FIFO,17,13.764705882352942,22.0,0.3148148148148148,0.6678362573099416,238.41176470588235,2,0
FIXED,17,59.86666666666667,128.0,0.2777777777777778,0.6206140350877193,220.6,9,2
FIFO,17,34.25,64.0,0.4444444444444444,0.6268055555555555,231.5625,6,1
FIXED,17,69.88888888888889,129.0,0.25,0.36444444444444446,218.66666666666666,6,8
FIFO,18,33.625,71.0,0.4444444444444444,0.6244444444444445,230.25,6,2
FIXED,18,66.1,125.0,0.2777777777777778,0.4041666666666667,221.4,6,8
FIFO,18,1.3888888888888888,9.0,0.25,0.6874269005847953,240.0,0,0
FIXED,18,52.11764705882353,115.0,0.2361111111111111,0.7062865497076023,226.52941176470588,10,1
FIFO,18,7.666666666666667,26.0,0.3333333333333333,0.6595833333333333,236.16666666666666,5,0
FIXED,18,46.92857142857143,135.0,0.25925925925925924,0.5493055555555556,223.5,9,4
FIFO,17,34.375,67.0,0.4444444444444444,0.6631578947368421,229.125,6,1
FIXED,17,68.44444444444444,136.0,0.25,0.3726608187134503,222.33333333333334,6,8
FIFO,17,3.823529411764706,16.0,0.2361111111111111,0.6206944444444444,239.05882352941177,2,0
FIXED,17,33.11764705882353,84.0,0.2361111111111111,0.6458333333333334,229.52941176470588,8,0
FIFO,16,35.3125,68.0,0.4444444444444444,0.62875,227.625,6,0
FIXED,16,55.583333333333336,106.0,0.3333333333333333,0.48597222222222225,227.0,6,4
FIFO,17,5.235294117647059,22.0,0.2361111111111111,0.6256944444444444,239.76470588235293,1,0
FIXED,17,33.05882352941177,102.0,0.2361111111111111,0.6651388888888888,231.8235294117647,7,0
FIFO,17,30.125,62.0,0.4444444444444444,0.6069444444444444,227.4375,6,1
FIXED,17,59.2,112.0,0.2777777777777778,0.3902777777777778,222.6,6,7
FIFO,17,6.588235294117647,19.0,0.2361111111111111,0.6188888888888889,239.76470588235293,1,0
FIXED,17,52.529411764705884,122.0,0.2361111111111111,0.6777777777777778,225.0,10,0
FIFO,16,28.25,52.0,0.4444444444444444,0.6492690058479532,229.3125,6,0
FIXED,16,56.0,130.0,0.2777777777777778,0.4203216374269006,221.7,6,6
FIFO,16,31.5625,57.0,0.2962962962962963,0.6011111111111112,236.375,4,0
FIXED,16,66.26666666666667,135.0,0.2777777777777778,0.5783333333333334,220.6,9,1
FIFO,17,7.823529411764706,22.0,0.3148148148148148,0.6616959064327486,238.47058823529412,3,0
FIXED,17,61.15384615384615,119.0,0.24074074074074073,0.5497076023391813,222.46153846153845,9,4
FIFO,18,10.555555555555555,20.0,0.3333333333333333,0.6673611111111111,237.88888888888889,3,0
FIXED,18,49.76470588235294,140.0,0.3148148148148148,0.6529166666666667,222.7058823529412,9,1
FIFO,17,30.625,60.0,0.4444444444444444,0.6202777777777778,230.8125,6,1
FIXED,17,69.72727272727273,152.0,0.3055555555555556,0.45166666666666666,222.8181818181818,6,6
FIFO,18,6.5,18.0,0.25,0.6647222222222222,239.94444444444446,1,0
FIXED,18,58.333333333333336,123.0,0.25,0.7325,222.66666666666666,11,0
FIFO,18,5.277777777777778,16.0,0.25,0.6631944444444444,240.0,0,0
FIXED,18,59.44444444444444,125.0,0.25,0.7254166666666667,223.61111111111111,11,0
FIFO,18,5.166666666666667,17.0,0.25,0.6964912280701754,240.0,0,0
FIXED,18,57.588235294117645,128.0,0.2361111111111111,0.718859649122807,225.76470588235293,10,1
FIFO,18,3.6666666666666665,19.0,0.25,0.691812865497076,239.22222222222223,1,0
FIXED,18,42.35294117647059,98.0,0.2361111111111111,0.6824561403508772,227.47058823529412,9,1
FIFO,16,27.3125,50.0,0.4444444444444444,0.6412280701754386,231.1875,6,0
FIXED,16,74.5,157.0,0.2777777777777778,0.44049707602339183,221.7,6,6
FIFO,17,2.411764705882353,10.0,0.2361111111111111,0.6191666666666666,239.8235294117647,2,0
FIXED,17,45.05882352941177,118.0,0.2361111111111111,0.6552777777777777,228.11764705882354,9,0
FIFO,18,2.4444444444444446,11.0,0.25,0.6559722222222222,239.94444444444446,1,0
FIXED,18,43.388888888888886,117.0,0.25,0.7022222222222222,229.33333333333334,8,0
FIFO,16,8.5625,20.0,0.2962962962962963,0.5952777777777778,239.6875,1,0
FIXED,16,61.625,119.0,0.2962962962962963,0.6530555555555555,223.6875,9,0
FIFO,17,7.176470588235294,14.0,0.2361111111111111,0.6227777777777778,239.8235294117647,1,0
FIXED,17,44.588235294117645,107.0,0.2361111111111111,0.6605555555555556,231.64705882352942,8,0
FIFO,17,2.9411764705882355,11.0,0.2361111111111111,0.6151388888888889,240.0,0,0
FIXED,17,68.29411764705883,140.0,0.2361111111111111,0.6851388888888889,217.23529411764707,12,0
FIFO,17,2.8823529411764706,15.0,0.2361111111111111,0.62,239.8235294117647,1,0
FIXED,17,36.05882352941177,114.0,0.2361111111111111,0.6602777777777777,232.76470588235293,6,0
FIFO,18,2.6666666666666665,11.0,0.25,0.6566666666666666,240.0,0,0
FIXED,18,52.22222222222222,135.0,0.25,0.7141666666666666,225.72222222222223,10,0
FIFO,16,17.25,32.0,0.2962962962962963,0.6131944444444445,239.0625,2,0
FIXED,16,39.0,94.0,0.2962962962962963,0.6211111111111111,233.125,6,0
FIFO,17,8.764705882352942,20.0,0.3148148148148148,0.6323611111111112,239.05882352941177,2,0
FIXED,17,65.71428571428571,138.0,0.25925925925925924,0.5695833333333333,220.71428571428572,9,3
FIFO,17,36.8125,65.0,0.4444444444444444,0.6654970760233918,230.4375,6,1
FIXED,17,83.9,141.0,0.2777777777777778,0.4442982456140351,219.0,6,7
FIFO,16,4.75,9.0,0.2222222222222222,0.5808333333333333,240.0,0,0
FIXED,16,48.5,97.0,0.2222222222222222,0.6240277777777777,233.625,6,0
FIFO,16,39.6875,68.0,0.4444444444444444,0.6343055555555556,228.0,6,0
FIXED,16,56.3,105.0,0.2777777777777778,0.3904166666666667,225.9,6,6
FIFO,18,26.27777777777778,39.0,0.3333333333333333,0.7173976608187135,236.88888888888889,4,0
FIXED,18,69.13333333333334,147.0,0.2777777777777778,0.6308479532163743,219.8,9,3
FIFO,16,4.875,16.0,0.2962962962962963,0.617251461988304,239.0,1,0
FIXED,16,59.5,132.0,0.25925925925925924,0.593421052631579,221.78571428571428,9,2
FIFO,17,43.5625,78.0,0.4444444444444444,0.6275,228.5625,6,1
FIXED,17,58.333333333333336,86.0,0.3333333333333333,0.45513888888888887,223.5,6,5
FIFO,17,4.764705882352941,16.0,0.2361111111111111,0.625,240.0,0,0
FIXED,17,39.0,94.0,0.2361111111111111,0.6715277777777777,232.94117647058823,7,0
FIFO,17,28.375,55.0,0.4444444444444444,0.6479532163742691,229.3125,6,1
FIXED,17,71.55555555555556,143.0,0.25,0.385233918128655,216.66666666666666,6,8
FIFO,18,3.1666666666666665,14.0,0.25,0.6572222222222223,240.0,0,0
FIXED,18,49.72222222222222,133.0,0.25,0.7195833333333334,230.0,8,0
FIFO,17,3.1176470588235294,13.0,0.2361111111111111,0.6209722222222223,239.88235294117646,1,0
FIXED,17,53.8235294117647,125.0,0.2361111111111111,0.6791666666666667,221.94117647058823,10,0
FIFO,16,10.125,30.0,0.2962962962962963,0.5995833333333334,239.75,1,0
FIXED,16,41.375,120.0,0.2962962962962963,0.6201388888888889,232.1875,7,0
FIFO,18,3.5,14.0,0.25,0.6586111111111111,240.0,0,0
FIXED,18,61.833333333333336,125.0,0.25,0.7409722222222223,223.11111111111111,11,0
FIFO,17,21.11764705882353,31.0,0.3148148148148148,0.6536111111111111,238.88235294117646,2,0
FIXED,17,76.26666666666667,138.0,0.2777777777777778,0.6269444444444444,220.6,9,2
FIFO,16,35.875,62.0,0.4444444444444444,0.6301388888888889,230.4375,6,0
FIXED,16,65.18181818181819,146.0,0.3055555555555556,0.43777777777777777,220.63636363636363,6,5
FIFO,18,21.77777777777778,41.0,0.3333333333333333,0.7635802469135803,236.61111111111111,4,0
FIXED,18,60.285714285714285,118.0,0.25925925925925924,0.6253086419753087,220.28571428571428,9,4
FIFO,18,8.777777777777779,21.0,0.3333333333333333,0.6672222222222223,238.33333333333334,3,0
FIXED,18,54.4375,138.0,0.2962962962962963,0.6444444444444445,223.6875,9,2
FIFO,17,36.6875,73.0,0.4444444444444444,0.62875,226.3125,6,1
FIXED,17,43.5,104.0,0.3333333333333333,0.46597222222222223,225.5,6,5
FIFO,16,9.625,22.0,0.2962962962962963,0.5904166666666667,238.5,3,0
FIXED,16,69.23076923076923,156.0,0.24074074074074073,0.5319444444444444,214.6153846153846,9,3
FIFO,16,21.6875,58.0,0.4444444444444444,0.6031944444444445,229.875,6,0
FIXED,16,39.6,87.0,0.2777777777777778,0.38805555555555554,223.2,6,6
FIFO,17,8.882352941176471,31.0,0.3148148148148148,0.6301388888888889,238.1764705882353,3,0
FIXED,17,51.857142857142854,103.0,0.25925925925925924,0.5472222222222223,222.64285714285714,9,3
FIFO,17,16.823529411764707,31.0,0.3148148148148148,0.6423611111111112,238.0,2,0
FIXED,17,56.8235294117647,150.0,0.3148148148148148,0.6634722222222222,222.1764705882353,9,0
FIFO,18,42.125,86.0,0.4444444444444444,0.6408333333333334,226.3125,6,2
FIXED,18,50.888888888888886,85.0,0.25,0.3605555555555556,222.66666666666666,6,9
FIFO,18,8.38888888888889,28.0,0.3333333333333333,0.6976608187134503,236.88888888888889,3,0
FIXED,18,50.92857142857143,118.0,0.25925925925925924,0.5866959064327485,221.57142857142858,9,4
FIFO,18,19.666666666666668,39.0,0.3333333333333333,0.6851388888888889,234.38888888888889,5,0
FIXED,18,41.77777777777778,112.0,0.3333333333333333,0.7023611111111111,225.5,9,0
FIFO,18,14.555555555555555,35.0,0.3333333333333333,0.67375,234.94444444444446,5,0
FIXED,18,47.88235294117647,111.0,0.3148148148148148,0.665,221.8235294117647,9,1
FIFO,17,3.3529411764705883,13.0,0.2361111111111111,0.6218055555555555,240.0,0,0
FIXED,17,49.1764705882353,141.0,0.2361111111111111,0.6666666666666666,226.58823529411765,10,0
FIFO,16,39.625,78.0,0.4444444444444444,0.6341666666666667,228.5625,6,0
FIXED,16,61.63636363636363,118.0,0.3055555555555556,0.44319444444444445,222.54545454545453,6,5
FIFO,16,0.125,1.0,0.2222222222222222,0.6084795321637427,240.0,0,0
FIXED,16,42.6,105.0,0.20833333333333334,0.6190058479532163,229.2,8,1
FIFO,18,43.3125,86.0,0.4444444444444444,0.6315277777777778,227.4375,6,2
FIXED,18,54.63636363636363,132.0,0.3055555555555556,0.43583333333333335,225.27272727272728,6,7
FIFO,17,29.75,63.0,0.4444444444444444,0.6130555555555556,228.0,6,1
FIXED,17,66.22222222222223,112.0,0.25,0.34944444444444445,216.0,6,8
FIFO,17,9.705882352941176,28.0,0.3148148148148148,0.6222222222222222,236.8235294117647,4,0
FIXED,17,58.38461538461539,133.0,0.24074074074074073,0.5102777777777778,219.23076923076923,9,4
FIFO,16,10.6875,35.0,0.2962962962962963,0.6665123456790123,239.25,2,0
FIXED,16,62.06666666666667,150.0,0.2777777777777778,0.6844135802469136,221.4,9,1
FIFO,16,6.9375,18.0,0.2962962962962963,0.5913888888888889,239.1875,2,0
FIXED,16,59.714285714285715,124.0,0.25925925925925924,0.5602777777777778,221.35714285714286,9,2
FIFO,18,11.11111111111111,33.0,0.3333333333333333,0.7068713450292398,237.61111111111111,3,0
FIXED,18,59.4,140.0,0.2777777777777778,0.6432748538011696,221.0,9,3
FIFO,18,17.88888888888889,31.0,0.3333333333333333,0.7138888888888889,237.5,3,0
FIXED,18,56.4,138.0,0.2777777777777778,0.6228070175438597,223.2,9,3
FIFO,17,10.705882352941176,19.0,0.3148148148148148,0.6305555555555555,238.11764705882354,3,0
FIXED,17,56.42857142857143,130.0,0.25925925925925924,0.54625,220.07142857142858,9,3
FIFO,18,13.055555555555555,29.0,0.3333333333333333,0.6733333333333333,236.88888888888889,4,0
FIXED,18,62.61538461538461,125.0,0.24074074074074073,0.5193055555555556,215.30769230769232,9,5
